Date,m3/s
7/22/1926 0:00,10500
7/23/1926 0:00,12937.5
7/24/1926 0:00,15375
7/25/1926 0:00,17812.5
7/26/1926 0:00,20250
7/27/1926 0:00,22687.5
7/28/1926 0:00,25125
7/29/1926 0:00,27562.5
7/30/1926 0:00,30000
7/31/1926 0:00,27857.141
8/1/1926 0:00,25714.289
8/2/1926 0:00,23571.43
8/3/1926 0:00,21428.57
8/4/1926 0:00,19285.711
8/5/1926 0:00,17142.859
8/6/1926 0:00,15000
